"Agency","Subagency","Title","accountID","Obligation"
"Department of Housing and Urban Development","Community Planning and Development","Community Development Fund",2581,5900635284.42
"Department of Housing and Urban Development","Community Planning and Development","Empowerment Zones/enterprise Communities/renewal Communities",2618,0
"Department of Housing and Urban Development","Community Planning and Development","Brownfields Redevelopment",2617,0
"Department of Housing and Urban Development","Community Planning and Development","Home Investment Partnerships Program",2598,213760073.84
"Department of Housing and Urban Development","Community Planning and Development","Housing Trust Fund",2685,111732448
"Department of Housing and Urban Development","Community Planning and Development","Self-help and Assisted Homeownership Opportunity Program",2585,49432079
"Department of Housing and Urban Development","Community Planning and Development","Neighborhood Stabilization Program",2638,18032141
"Department of Housing and Urban Development","Community Planning and Development","Homeless Assistance Grants",2591,2127250330.98
"Department of Housing and Urban Development","Community Planning and Development","Permanent Supportive Housing",2636,0
"Department of Housing and Urban Development","Community Planning and Development","Rural Housing and Economic Development",2622,0
"Department of Housing and Urban Development","Community Planning and Development","Revolving Fund (liquidating Programs)",2649,145
"Department of Housing and Urban Development","Community Planning and Development","Community Development Loan Guarantees Program Account",2595,0
"Department of Housing and Urban Development","Community Planning and Development","Community Development Loan Guarantees Liquidating Account",2659,0
"Department of Housing and Urban Development","Housing Programs","Project-based Rental Assistance",2610,5486084835.03
"Department of Housing and Urban Development","Housing Programs","Housing for the Elderly",2621,210410311.68
"Department of Housing and Urban Development","Housing Programs","Housing for Persons with Disabilities",2607,61165087.18
"Department of Housing and Urban Development","Housing Programs","Housing Counseling Assistance",2579,61020.68
"Department of Housing and Urban Development","Housing Programs","Energy Innovation Fund",2645,0
"Department of Housing and Urban Development","Housing Programs","Emergency Homeowners' Relief Fund",2647,0
"Department of Housing and Urban Development","Housing Programs","Other Assisted Housing Programs (Higher Education)",2653,0
"Department of Housing and Urban Development","Housing Programs","Rental Housing Assistance",2578,14813972.26
"Department of Housing and Urban Development","Housing Programs","Rent Supplemental Program",2575,4280149
"Department of Housing and Urban Development","Housing Programs","Homeownership and Opportunity for People Everywhere Grants (HOPE Grants)",2593,0
"Department of Housing and Urban Development","Housing Programs","Rental Housing Assistance Fund",2650,0
"Department of Housing and Urban Development","Housing Programs","Flexible Subsidy Fund",2652,0
"Department of Housing and Urban Development","Housing Programs","Home Ownership Preservation Equity Fund Program Account",2637,0
"Department of Housing and Urban Development","Housing Programs","Nehemiah Housing Opportunity Fund",2655,0
"Department of Housing and Urban Development","Housing Programs","FHA-mutual Mortgage Insurance Program Account",2587,24166502.87
"Department of Housing and Urban Development","Housing Programs","FHA-mutual Mortgage Insurance Capital Reserve Account",2606,0
"Department of Housing and Urban Development","Housing Programs","FHA-mutual Mortgage and Cooperative Housing Insurance Funds Liquidating Account",2654,7567439.96
"Department of Housing and Urban Development","Housing Programs","FHA-general and Special Risk Program Account",2596,0
"Department of Housing and Urban Development","Housing Programs","FHA-general and Special Risk Insurance Funds Liquidating Account",2656,36352755.05
"Department of Housing and Urban Development","Housing Programs","Housing for the Elderly or Handicapped Fund Liquidating Account",2664,1113606.75
"Department of Housing and Urban Development","Housing Programs","Manufactured Housing Fees Trust Fund",2684,947403.26
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-backed Securities Capital Reserve Account",2608,0
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-backed Securities Loan Guarantee Program Account",2588,238136994.79
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-backed Securities Liquidating Account",2665,149306.86
"Department of Housing and Urban Development","Policy Development and Research","Research and Technology",2574,7440058.48
